date,platform,campaign_id,campaign_name,ad_group_id,ad_group_name,impressions,clicks,spend,conversions,video_views,ctr,cpc,cpm,cpa,conversion_value,engagement_rate,likes,shares,comments,video_completion_rate
03-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,48234,967,134.8,14,8901,0.02,0.1394,2.7947,9.6286,,0.0201,,,,
03-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,11234,489,198.7,31,1123,0.0435,0.4063,17.6874,6.4097,,0.0435,,,,
03-01-2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,38901,1456,213.4,28,5234,0.0374,0.1466,5.4857,7.6214,,0.0375,,,,
03-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22345,1123,213.4,42,,0.0503,0.19,9.5502,5.081,2100,,,,,
03-01-2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,47890,967,623.5,25,,0.0202,0.64,13.0194,24.94,1250,,,,,
03-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,123456,456,123.4,12,,0.0037,0.27,0.9995,10.2833,600,,,,,
03-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,223456,3234,434.5,32,189234,0.0145,0.1344,1.9445,13.5781,,0.0507,8567,2234,534,0.2285
03-01-2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,112345,2123,623.4,62,82345,0.0189,0.2936,5.549,10.0548,,0.0496,4234,1123,212,0.2579
03-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,345678,5678,890.1,89,289234,0.0164,0.1568,2.5749,10.0011,,0.0621,15678,4567,1234,0.3085
04-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,51234,1023,142.3,15,9234,0.02,0.1391,2.7775,9.4867,,0.02,,,,
04-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,14567,678,245.6,42,1567,0.0465,0.3622,16.86,5.8476,,0.0465,,,,
04-01-2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,67890,234,89.5,5,45678,0.0034,0.3825,1.3183,17.9,,0.0034,,,,
04-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25678,1345,256.7,50,,0.0524,0.19,9.9969,5.134,2500,,,,,
04-01-2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,69456,2234,412.3,65,,0.0322,0.18,5.9361,6.3431,3250,,,,,
04-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,134567,489,134.5,14,,0.0036,0.28,0.9995,9.6071,700,,,,,
04-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,256789,3890,512.3,39,217456,0.0151,0.1317,1.995,13.1359,,0.0496,9567,2567,612,0.2228
04-01-2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,201234,3123,374.5,26,157890,0.0155,0.1199,1.861,14.4038,,0.049,7345,2034,489,0.2372
04-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,367890,6012,923.4,94,301234,0.0163,0.1536,2.51,9.8234,,0.0606,16234,4789,1289,0.3102
05-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,46789,934,131.2,13,8567,0.02,0.1405,2.8041,10.0923,,0.02,,,,
05-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,12890,567,220.3,36,1345,0.044,0.3885,17.0908,6.1194,,0.044,,,,
05-01-2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,71234,256,94.8,6,48901,0.0036,0.3703,1.3308,15.8,,0.0036,,,,
05-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,23890,1234,234.9,46,,0.0517,0.19,9.8326,5.1065,2300,,,,,
05-01-2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,46234,912,589.3,24,,0.0197,0.65,12.746,24.5542,1200,,,,,
05-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,128901,467,128.9,13,,0.0036,0.28,1,9.9154,650,,,,,
05-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,234234,3467,460.2,35,199234,0.0148,0.1327,1.9647,13.1486,,0.0508,8945,2367,578,0.2282
05-01-2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,128901,2456,689.5,68,91234,0.0191,0.2807,5.3491,10.1397,,0.048,4678,1267,237,0.2595
05-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,356789,5834,901.2,91,293456,0.0164,0.1545,2.5259,9.9033,,0.061,15890,4634,1256,0.3075
06-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,44567,878,125.6,11,8123,0.0197,0.1431,2.8182,11.4182,,0.0197,,,,
06-01-2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,35678,1289,195.6,24,4678,0.0361,0.1517,5.4824,8.15,,0.0361,,,,
06-01-2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,69456,245,91.2,5,47234,0.0035,0.3722,1.3131,18.24,,0.0035,,,,
06-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24234,1267,241.2,47,,0.0523,0.19,9.953,5.1319,2350,,,,,
06-01-2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,72345,2378,432.9,69,,0.0329,0.18,5.9838,6.2739,3450,,,,,
06-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,131234,478,132.4,13,,0.0036,0.28,1.0089,10.1846,650,,,,,
06-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,267890,3945,523.4,40,221234,0.0147,0.1327,1.9538,13.085,,0.0487,9789,2634,623,0.2225
06-01-2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,205678,3234,387.8,27,162345,0.0157,0.1199,1.8855,14.363,,0.0494,7567,2089,501,0.2355
06-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,378901,6123,945.6,96,312345,0.0162,0.1544,2.4956,9.85,,0.0599,16567,4823,1312,0.3049
07-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,49876,1067,145.9,16,9567,0.0214,0.1367,2.9253,9.1188,,0.0214,,,,
07-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,13456,623,237.8,40,1456,0.0463,0.3817,17.6724,5.945,,0.0463,,,,
07-01-2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,37234,1367,207.9,27,5012,0.0367,0.1521,5.5836,7.7,,0.0367,,,,
07-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,26789,1456,278.9,54,,0.0544,0.19,10.411,5.1648,2700,,,,,
07-01-2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,44567,878,567.2,22,,0.0197,0.65,12.7269,25.7818,1100,,,,,
07-01-2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,70234,2289,419.5,66,,0.0326,0.18,5.9729,6.3561,3300,,,,,
07-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,278901,4123,545.6,42,229234,0.0148,0.1323,1.9562,12.9905,,0.0483,10123,2712,645,0.2191
07-01-2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,138901,2678,734.5,73,97890,0.0193,0.2743,5.2879,10.0616,,0.0469,4901,1356,256,0.2543
07-01-2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,212345,3345,401.1,28,167890,0.0158,0.1199,1.8889,14.325,,0.0492,7789,2145,512,0.235
08-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,47234,945,135.4,14,8789,0.02,0.1433,2.8666,9.6714,,0.02,,,,
08-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,12123,534,212.4,35,1234,0.044,0.3978,17.5204,6.0686,,0.0441,,,,
08-01-2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,73456,267,98.3,7,50123,0.0036,0.3682,1.3382,14.0429,,0.0036,,,,
08-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22567,1134,216.8,43,,0.0503,0.19,9.6069,5.0419,2150,,,,,
08-01-2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,48234,989,634.7,26,,0.0205,0.64,13.1588,24.4115,1300,,,,,
08-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,125678,445,121.3,11,,0.0035,0.27,0.9652,11.0273,550,,,,,
08-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,245234,3578,474.3,37,203456,0.0146,0.1326,1.9341,12.8189,,0.0488,8978,2389,590,0.2251
08-01-2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,119234,2234,645.6,64,85678,0.0187,0.289,5.4146,10.0875,,0.0483,4345,1189,223,0.2595
08-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,389012,6234,967.8,98,321234,0.016,0.1552,2.4878,9.8755,,0.0595,16901,4912,1345,0.3034
09-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,50123,1012,141.7,15,9345,0.0202,0.14,2.827,9.4467,,0.0202,,,,
09-01-2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,36456,1312,199.8,26,4823,0.036,0.1523,5.4806,7.6846,,0.036,,,,
09-01-2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,70123,253,93.6,6,48234,0.0036,0.37,1.3348,15.6,,0.0036,,,,
09-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25234,1312,250.3,49,,0.052,0.19,9.9192,5.1082,2450,,,,,
09-01-2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,73456,2423,441.8,70,,0.033,0.18,6.0145,6.3114,3500,,,,,
09-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,129345,456,125.6,12,,0.0035,0.28,0.971,10.4667,600,,,,,
09-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,289012,4234,556.7,43,234567,0.0146,0.1315,1.9262,12.9465,,0.0477,10345,2789,656,0.2184
09-01-2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,218901,3456,414.4,29,173456,0.0158,0.1199,1.8931,14.2897,,0.049,8012,2201,523,0.2339
09-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,401234,6456,989.9,101,332345,0.0161,0.1533,2.4671,9.801,,0.0589,17234,5012,1378,0.2996
10-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,48567,978,137.8,14,8945,0.0201,0.1409,2.8373,9.8429,,0.0201,,,,
10-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,13789,645,241.2,41,1489,0.0468,0.374,17.4922,5.8829,,0.0468,,,,
10-01-2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,38456,1423,217.5,29,5123,0.037,0.1528,5.6558,7.5,,0.037,,,,
10-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24678,1289,245.9,48,,0.0522,0.19,9.9643,5.1229,2400,,,,,
10-01-2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,45234,901,578.9,23,,0.0199,0.64,12.7979,25.1696,1150,,,,,
10-01-2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,68901,2267,414.2,64,,0.0329,0.18,6.0115,6.4719,3200,,,,,
10-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,256234,3701,490.5,38,209234,0.0144,0.1325,1.9143,12.9079,,0.0474,9123,2423,601,0.2226
10-01-2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,145678,2789,756.7,76,101234,0.0191,0.2713,5.1943,9.9566,,0.046,5012,1423,267,0.2493
10-01-2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,223456,3567,427.7,30,178901,0.016,0.1199,1.914,14.2567,,0.0494,8234,2267,534,0.2336
11-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,52123,1089,148.6,17,9567,0.0209,0.1365,2.8509,8.7412,,0.0209,,,,
11-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,14567,723,256.4,44,1612,0.0496,0.3546,17.6014,5.8273,,0.0496,,,,
11-01-2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,39789,1534,225.8,31,5456,0.0386,0.1472,5.6749,7.2839,,0.0386,,,,
11-01-2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,76234,278,101.5,8,52345,0.0036,0.3651,1.3314,12.6875,,0.0037,,,,
11-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,26234,1378,263.4,52,,0.0525,0.19,10.0404,5.0654,2600,,,,,
11-01-2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,47890,934,612.5,26,,0.0195,0.66,12.7897,23.5577,1300,,,,,
11-01-2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,71234,2456,445.8,71,,0.0345,0.18,6.2582,6.2789,3550,,,,,
11-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,136789,512,142.3,15,,0.0037,0.28,1.0403,9.4867,750,,,,,
11-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,278901,4123,523.6,42,234567,0.0148,0.127,1.8774,12.4667,,0.0494,10345,2789,656,0.2184
11-01-2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,156789,3012,812.3,82,109876,0.0192,0.2697,5.1808,9.9061,,0.0466,5456,1567,289,0.2509
11-01-2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,234567,3789,456.8,33,189234,0.0162,0.1206,1.9474,13.8424,,0.0503,8789,2434,567,0.2355
11-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,412345,6789,1023.4,103,345678,0.0165,0.1507,2.4819,9.9359,,0.0604,18234,5234,1456,0.3057
12-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,49234,1012,140.3,15,9123,0.0206,0.1386,2.8497,9.3533,,0.0206,,,,
12-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,13456,634,239.7,39,1378,0.0471,0.3781,17.8136,6.1462,,0.0471,,,,
12-01-2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,37890,1398,212.4,28,5012,0.0369,0.1519,5.6057,7.5857,,0.0369,,,,
12-01-2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,72890,261,96.8,7,49567,0.0036,0.3709,1.328,13.8286,,0.0036,,,,
12-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25123,1312,250.4,49,,0.0522,0.19,9.967,5.1102,2450,,,,,
12-01-2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,46567,912,596.7,24,,0.0196,0.65,12.8138,24.8625,1200,,,,,
12-01-2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,69890,2334,428.9,66,,0.0334,0.18,6.1368,6.4985,3300,,,,,
12-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,133456,489,131.2,14,,0.0037,0.27,0.9831,9.3714,700,,,,,
12-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,267890,3945,501.2,40,221234,0.0147,0.127,1.8709,12.53,,0.0487,9789,2634,623,0.2225
12-01-2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,148901,2834,767.5,77,103456,0.019,0.2708,5.1544,9.9675,,0.0461,5123,1456,278,0.2493
12-01-2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,228901,3634,441.9,31,182345,0.0159,0.1216,1.9305,14.2548,,0.0494,8456,2301,545,0.2347
12-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,398567,6534,998.7,98,332345,0.0164,0.1528,2.5057,10.1908,,0.0606,17756,5012,1389,0.2996
13-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,42345,856,121.5,12,7890,0.0202,0.1419,2.8693,10.125,,0.0202,,,,
13-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,11234,523,198.6,32,1123,0.0466,0.3797,17.6785,6.2062,,0.0466,,,,
13-01-2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,33456,1203,185.3,23,4234,0.036,0.154,5.5386,8.0565,,0.036,,,,
13-01-2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,64567,238,83.4,5,43234,0.0037,0.3504,1.2917,16.68,,0.0037,,,,
13-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22456,1156,220.4,43,,0.0515,0.19,9.8147,5.1256,2150,,,,,
13-01-2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,41234,823,528.9,21,,0.02,0.64,12.8268,25.1857,1050,,,,,
13-01-2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,63456,2089,382.6,60,,0.0329,0.18,6.0294,6.3767,3000,,,,,
13-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,119234,434,116.8,12,,0.0036,0.27,0.9796,9.7333,600,,,,,
13-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,234567,3456,456.7,34,198234,0.0147,0.1321,1.947,13.4324,,0.0505,8923,2345,567,0.2282
13-01-2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,134567,2567,712.3,71,95678,0.0191,0.2775,5.2933,10.0324,,0.0474,4789,1345,245,0.2568
13-01-2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,201234,3123,374.5,26,157890,0.0155,0.1199,1.861,14.4038,,0.049,7345,2034,489,0.2372
13-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,367890,6012,923.4,94,301234,0.0163,0.1536,2.51,9.8234,,0.0606,16234,4789,1289,0.3102
14-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,40123,798,114.7,11,7345,0.0199,0.1437,2.8587,10.4273,,0.0199,,,,
14-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,10567,489,185.9,29,998,0.0463,0.3802,17.5925,6.4103,,0.0463,,,,
14-01-2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,31234,1123,173.8,21,3890,0.036,0.1548,5.5644,8.2762,,0.036,,,,
14-01-2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,61234,223,78.9,4,40567,0.0036,0.3538,1.2885,19.725,,0.0036,,,,
14-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,21234,1089,207.8,41,,0.0513,0.19,9.7862,5.0683,2050,,,,,
14-01-2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,39567,789,507.4,19,,0.0199,0.64,12.8238,26.7053,950,,,,,
14-01-2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,61890,2012,369.3,58,,0.0325,0.18,5.967,6.3672,2900,,,,,
14-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,115678,412,113.4,11,,0.0036,0.28,0.9803,10.3091,550,,,,,
14-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,223456,3234,434.5,32,189234,0.0145,0.1344,1.9445,13.5781,,0.0507,8567,2234,534,0.2285
14-01-2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,128901,2456,689.5,68,91234,0.0191,0.2807,5.3491,10.1397,,0.048,4678,1267,237,0.2595
14-01-2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,195678,2989,361.2,25,152345,0.0153,0.1208,1.8459,14.448,,0.0489,7123,1967,478,0.2378
14-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,356789,5834,901.2,91,293456,0.0164,0.1545,2.5259,9.9033,,0.061,15890,4634,1256,0.3075
15-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,46789,934,132.4,14,8567,0.02,0.1418,2.8297,9.4571,,0.02,,,,
15-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,12890,567,221.3,37,1345,0.044,0.3903,17.1683,5.9811,,0.044,,,,
15-01-2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,35678,1289,196.6,25,4678,0.0361,0.1525,5.5104,7.864,,0.0361,,,,
15-01-2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,68456,248,87.6,6,46234,0.0036,0.3532,1.2797,14.6,,0.0036,,,,
15-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,23890,1234,235.6,46,,0.0517,0.19,9.8619,5.1217,2300,,,,,
15-01-2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,43789,856,560.9,22,,0.0195,0.66,12.8092,25.4955,1100,,,,,
15-01-2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,67234,2234,411.7,65,,0.0332,0.18,6.1234,6.3338,3250,,,,,
15-01-2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,128901,467,126.7,13,,0.0036,0.27,0.9829,9.7462,650,,,,,
15-01-2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,246789,3678,478.9,36,207345,0.0149,0.1302,1.9405,13.3028,,0.0498,9234,2456,589,0.2278
15-01-2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,142345,2678,734.5,73,97890,0.0188,0.2743,5.16,10.0616,,0.0458,4901,1356,256,0.2543
15-01-2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,212345,3345,401.1,28,167890,0.0158,0.1199,1.8889,14.325,,0.0492,7789,2145,512,0.235
15-01-2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,378901,6123,945.6,96,312345,0.0162,0.1544,2.4956,9.85,,0.0599,16567,4823,1312,0.3049
16-01-2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,50234,1023,143.8,16,9234,0.0204,0.1406,2.8626,8.9875,,0.0204,,,,
16-01-2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,14234,678,248.5,42,1567,0.0476,0.3665,17.4582,5.9167,,0.0477,,,,
16-01-2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,38456,1423,218.7,30,5123,0.037,0.1537,5.687,7.29,,0.037,,,,
16-01-2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,73456,267,94.2,7,49890,0.0036,0.3528,1.2824,13.4571,,0.0036,,,,
16-01-2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25456,1345,257.3,51,,0.0528,0.19,10.1076,5.0451,2550,,,,,
